End of Month,Retired_Worker_Total_Amount,Retired_Worker_Total_Average_Amount,Retired_Worker_Male_Number,Retired_Worker_Male_Average_Amount,Retired_Worker_Male_Female_Number,Retired_Worker_Female_Average_Amount,Spouse_of_Retired_Worker_Total_Number,Spouse_of_Retired_Worker_Total_Average_Amount,Spouse_of_Retired_Worker_Male_Number,Spouse_of_Retired_Worker_Male_Average_Amount,Spouse_of_Retired_Worker_Female_Number,Spouse_of_Retired_Worker_Female_Average_Amount,Child_Of_Retired_Worker_Total_Number,Child_Of_Retired_Worker_Total_Average_Amount,Child_Of_Retired_Worker_Minor_Number,Child_Of_Retired_Worker_Minor_Average_Amount,Child_Of_Retired_Worker_Disabled_Number,Child_Of_Retired_Worker_Disabled_Average_Amount,Child_Of_Retired_Worker_Student_Number,Child_Of_Retired_Worker_Student_Average_Amount,Child_Of_Deceased_Worker_Total_Number,Child_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Deceased_Worker_Minor_Number,Child_Of_Deceased_Worker_Minor_Average_Amount,Child_Of_Deceased_Worker_Disabled_Number,Child_Of_Deceased_Worker_Disabled_Average_Amount,Child_Of_Deceased_Worker_Student_Number,Child_Of_Deceased_Worker_Student_Average_Amount,Child_Of_Aged_Widower_Total_Number,Child_Of_Aged_Widower_Total_Average_Amount,Child_Of_Aged_Widower_Male_Number,Child_Of_Aged_Widower_Male_Average_Amount,Child_Of_Aged_Widower_Female_Number,Child_Of_Aged_Widower_Female_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Total_Number,Child_Of_Young_Widower_With_Child_In_Care_Total_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Male_Number,Child_Of_Young_Widower_With_Child_In_Care_Male_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Female_Number,Child_Of_Young_Widower_With_Child_In_Care_Female_Average_Amount,Child_Of_Disabled_Widower_Total_Number,Child_Of_Disabled_Widower_Total_Average_Amount,Child_Of_Disabled_Widower_Male_Number,Child_Of_Disabled_Widower_Male_Average_Amount,Child_Of_Disabled_Widower_Female_Number,Child_Of_Disabled_Widower_Female_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Total_Number,Child_Of_Parent_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Male_Number,Child_Of_Parent_Of_Deceased_Worker_Male_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Female_Number,Child_Of_Parent_Of_Deceased_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Male_Number,Child_Of_Disabled_Worker_Male_Average_Amount,Child_Of_Disabled_Worker_Female_Number,Child_Of_Disabled_Worker_Female_Average_Amount,Spouse_Of_Disabled_Worker_Total_Number,Spouse_Of_Disabled_Worker_Total_Average_Amount,Spouse_Of_Disabled_Worker_Male_Number,Spouse_Of_Disabled_Worker_Male_Average_Amount,Spouse_Of_Disabled_Worker_Female_Number,Spouse_Of_Disabled_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Minor_Number,Child_Of_Disabled_Worker_Minor_Average_Amount,Child_Of_Disabled_Worker_Disabled_Number,Child_Of_Disabled_Worker_Disabled_Average_Amount,Child_Of_Disabled_Worker_Student_Number,Child_Of_Disabled_Worker_Student_Average_Amount,,,,,,,,,,,
Aug-19,"44,718,415","$1,473.42 ","22,219,119","$1,638.88 ","22,499,296","$1,310.02 ","2,417,294",$769.52 ,"195,360",$655.84 ,"2,221,934",$779.52 ,"688,607",$698.96 ,"344,752",$672.92 ,"337,590",$724.15 ,"6,265",$774.83 ,"1,882,850",$885.53 ,"1,188,290",$870.43 ,"675,641",$910.40 ,"18,919",$945.34 ,"3,647,539","$1,396.60 ","129,998","$1,237.42 ","3,517,541","$1,402.48 ","119,262","$1,018.00 ","9,381",$887.75 ,"109,881","$1,029.12 ","249,024",$747.83 ,"19,836",$564.18 ,"229,188",$763.72 ,"1,034","$1,248.79 ",135,"$1,155.86 ",899,"$1,262.74 ","8,442,547","$1,236.33 ","4,267,978","$1,361.67 ","4,174,569","$1,108.18 ","115,511",$354.08 ,"10,230",$386.01 ,"105,281",$350.98 ,"1,431,432",$381.79 ,"1,293,772",$368.14 ,"122,771",$509.44 ,"14,889",$515.44 ,,,,,,,,,,,
Sep-19,"44,801,000","$1,474.77 ","22,252,487","$1,640.22 ","22,548,513","$1,311.49 ","2,422,146",$770.40 ,"198,556",$657.37 ,"2,223,590",$780.49 ,"691,463",$699.44 ,"343,962",$672.61 ,"338,593",$724.47 ,"8,908",$783.84 ,"1,892,725",$885.76 ,"1,189,243",$869.89 ,"676,528",$910.82 ,"26,954",$957.28 ,"3,640,140","$1,397.76 ","129,840","$1,240.03 ","3,510,300","$1,403.59 ","115,965","$1,019.81 ","8,973",$887.54 ,"106,992","$1,030.91 ","248,577",$747.84 ,"19,930",$564.78 ,"228,647",$763.80 ,"1,029","$1,248.49 ",134,"$1,158.62 ",895,"$1,261.95 ","8,432,876","$1,236.50 ","4,261,737","$1,361.71 ","4,171,139","$1,108.57 ","114,763",$355.51 ,"10,297",$389.08 ,"104,466",$352.20 ,"1,432,612",$382.38 ,"1,288,678",$367.99 ,"123,090",$509.06 ,"20,844",$524.03 ,,,,,,,,,,,
Oct-19,"44,919,631","$1,477.01 ","22,306,655","$1,642.51 ","22,612,976","$1,313.76 ","2,426,827",$772.08 ,"201,161",$659.86 ,"2,225,666",$782.23 ,"695,906",$700.76 ,"344,323",$673.26 ,"339,337",$725.48 ,"12,246",$789.11 ,"1,902,148",$886.49 ,"1,188,940",$869.99 ,"676,792",$911.24 ,"36,416",$964.92 ,"3,642,004","$1,398.70 ","131,085","$1,240.61 ","3,510,919","$1,404.60 ","117,784","$1,020.53 ","9,215",$890.98 ,"108,569","$1,031.53 ","247,942",$748.08 ,"19,929",$565.66 ,"228,013",$764.03 ,"1,026","$1,245.05 ",134,"$1,158.24 ",892,"$1,258.09 ","8,418,050","$1,237.74 ","4,252,995","$1,362.80 ","4,165,055","$1,110.04 ","114,474",$355.55 ,"10,306",$389.73 ,"104,168",$352.16 ,"1,434,733",$383.68 ,"1,283,430",$368.53 ,"123,132",$509.41 ,"28,171",$524.20 ,,,,,,,,,,,
Nov-19,"45,006,206","$1,477.97 ","22,342,702","$1,643.36 ","22,663,504","$1,314.92 ","2,430,631",$772.78 ,"203,899",$660.91 ,"2,226,732",$783.02 ,"699,826",$701.08 ,"344,252",$672.65 ,"340,113",$725.77 ,"15,461",$791.17 ,"1,912,277",$886.85 ,"1,189,569",$869.49 ,"677,263",$911.69 ,"45,445",$970.97 ,"3,636,398","$1,399.38 ","131,476","$1,241.31 ","3,504,922","$1,405.30 ","118,314","$1,019.91 ","9,271",$893.84 ,"109,043","$1,030.63 ","247,284",$748.21 ,"19,920",$566.16 ,"227,364",$764.16 ,"1,017","$1,249.91 ",135,"$1,164.61 ",882,"$1,262.97 ","8,405,018","$1,237.96 ","4,245,285","$1,362.87 ","4,159,733","$1,110.48 ","114,337",$356.21 ,"10,362",$390.78 ,"103,975",$352.77 ,"1,437,074",$384.12 ,"1,278,981",$368.20 ,"122,782",$509.54 ,"35,311",$524.66 ,,,,,,,,,,,
Dec-19,"45,094,245","$1,502.85 ","22,385,009","$1,670.85 ","22,709,236","$1,337.24 ","2,430,526",$786.07 ,"204,550",$673.25 ,"2,225,976",$796.44 ,"702,249",$712.77 ,"343,125",$683.05 ,"340,683",$737.63 ,"18,441",$806.56 ,"1,915,560",$901.56 ,"1,184,943",$883.12 ,"677,425",$926.56 ,"53,192",$993.99 ,"3,631,870","$1,422.69 ","131,853","$1,261.49 ","3,500,017","$1,428.76 ","117,412","$1,034.33 ","9,253",$907.34 ,"108,159","$1,045.19 ","246,142",$760.03 ,"19,883",$575.45 ,"226,259",$776.24 ,"1,024","$1,270.51 ",135,"$1,188.51 ",889,"$1,282.96 ","8,378,374","$1,257.65 ","4,231,238","$1,384.35 ","4,147,136","$1,128.39 ","113,435",$362.14 ,"10,310",$396.23 ,"103,125",$358.73 ,"1,433,659",$390.92 ,"1,269,566",$373.95 ,"122,472",$517.85 ,"41,621",$534.92 ,,,,,,,,,,,
Jan-20,"45,282,978","$1,505.50 ","22,477,275","$1,673.54 ","22,805,703","$1,339.88 ","2,425,778",$786.51 ,"205,879",$674.21 ,"2,219,899",$796.92 ,"707,376",$713.94 ,"344,435",$683.77 ,"340,890",$738.38 ,"22,051",$807.26 ,"1,927,992",$903.04 ,"1,188,181",$884.13 ,"677,432",$927.16 ,"62,379","$1,001.35 ","3,609,930","$1,424.66 ","131,370","$1,264.91 ","3,478,560","$1,430.70 ","108,903","$1,021.38 ","8,395",$889.45 ,"100,508","$1,032.40 ","245,557",$759.95 ,"19,864",$576.03 ,"225,693",$776.13 ,"1,018","$1,273.74 ",138,"$1,194.59 ",880,"$1,286.16 ","8,359,982","$1,257.88 ","4,219,753","$1,384.48 ","4,140,229","$1,128.86 ","111,896",$361.83 ,"10,270",$396.66 ,"101,626",$358.31 ,"1,435,237",$391.75 ,"1,264,127",$373.89 ,"122,356",$517.57 ,"48,754",$539.21 ,,,,,,,,,,,
Feb-20,"45,410,378","$1,507.01 ","22,536,515","$1,675.00 ","22,873,863","$1,341.49 ","2,422,812",$786.58 ,"207,132",$674.29 ,"2,215,680",$797.08 ,"713,139",$714.34 ,"346,140",$683.08 ,"341,698",$738.96 ,"25,301",$809.64 ,"1,939,676",$903.73 ,"1,191,010",$884.01 ,"677,859",$927.68 ,"70,807","$1,006.21 ","3,612,860","$1,425.72 ","132,822","$1,265.74 ","3,480,038","$1,431.83 ","110,308","$1,022.38 ","8,544",$891.71 ,"101,764","$1,033.35 ","244,990",$760.10 ,"19,859",$576.67 ,"225,131",$776.28 ,"1,008","$1,275.05 ",134,"$1,192.30 ",874,"$1,287.74 ","8,351,911","$1,258.15 ","4,214,466","$1,384.65 ","4,137,445","$1,129.30 ","111,950",$361.32 ,"10,303",$395.26 ,"101,647",$357.88 ,"1,438,612",$392.12 ,"1,261,067",$373.52 ,"122,425",$517.11 ,"55,120",$539.84 ,,,,,,,,,,,
Mar-20,"45,541,704","$1,509.22 ","22,596,698","$1,677.20 ","22,945,006","$1,343.79 ","2,421,670",$786.80 ,"208,918",$675.21 ,"2,212,752",$797.34 ,"719,033",$715.40 ,"347,621",$683.44 ,"342,931",$739.80 ,"28,481",$811.68 ,"1,950,946",$904.62 ,"1,193,352",$884.18 ,"678,736",$928.11 ,"78,858","$1,011.68 ","3,616,355","$1,426.89 ","134,214","$1,267.04 ","3,482,141","$1,433.05 ","111,719","$1,023.77 ","8,701",$894.01 ,"103,018","$1,034.73 ","244,796",$760.06 ,"19,917",$577.29 ,"224,879",$776.24 ,"1,010","$1,277.27 ",135,"$1,189.36 ",875,"$1,290.83 ","8,345,077","$1,258.67 ","4,209,551","$1,385.10 ","4,135,526","$1,129.98 ","111,829",$360.67 ,"10,322",$392.76 ,"101,507",$357.40 ,"1,443,965",$392.44 ,"1,259,844",$373.05 ,"122,731",$516.93 ,"61,390",$541.57 ,,,,,,,,,,,
Apr-20,"45,648,693","$1,510.83 ","22,644,268","$1,678.81 ","23,004,425","$1,345.47 ","2,415,297",$786.63 ,"208,967",$674.86 ,"2,206,330",$797.21 ,"723,126",$715.99 ,"348,128",$683.14 ,"343,938",$740.31 ,"31,060",$814.74 ,"1,958,864",$905.14 ,"1,194,543",$883.90 ,"679,960",$928.48 ,"84,361","$1,017.71 ","3,618,252","$1,427.94 ","135,396","$1,268.13 ","3,482,856","$1,434.15 ","113,097","$1,025.36 ","8,839",$895.84 ,"104,258","$1,036.34 ","244,318",$759.97 ,"19,895",$577.55 ,"224,423",$776.14 ,"1,002","$1,277.58 ",134,"$1,192.89 ",868,"$1,290.65 ","8,340,089","$1,258.78 ","4,205,131","$1,385.02 ","4,134,958","$1,130.40 ","111,784",$359.73 ,"10,343",$391.54 ,"101,441",$356.49 ,"1,450,258",$392.44 ,"1,261,029",$372.43 ,"123,250",$516.27 ,"65,979",$543.55 ,,,,,,,,,,,
May-20,"45,732,907","$1,512.63 ","22,677,567","$1,680.61 ","23,055,340","$1,347.41 ","2,403,993",$786.43 ,"208,184",$674.77 ,"2,195,809",$797.02 ,"725,002",$716.77 ,"347,832",$683.33 ,"344,628",$741.10 ,"32,542",$816.54 ,"1,966,098",$905.60 ,"1,197,820",$883.77 ,"680,805",$928.98 ,"87,473","$1,022.55 ","3,614,415","$1,428.93 ","136,047","$1,268.92 ","3,478,368","$1,435.19 ","114,367","$1,027.40 ","8,906",$901.05 ,"105,461","$1,038.07 ","243,875",$759.85 ,"19,939",$577.60 ,"223,936",$776.08 ,994,"$1,279.08 ",131,"$1,197.22 ",863,"$1,291.50 ","8,331,213","$1,258.98 ","4,199,568","$1,385.07 ","4,131,645","$1,130.83 ","111,498",$359.08 ,"10,300",$387.93 ,"101,198",$356.15 ,"1,452,380",$392.69 ,"1,260,715",$372.31 ,"123,367",$516.62 ,"68,298",$544.92 ,,,,,,,,,,,
Jun-20,"45,839,683","$1,514.13 ","22,722,983","$1,682.04 ","23,116,700","$1,349.09 ","2,394,021",$786.45 ,"207,014",$675.01 ,"2,187,007",$797.00 ,"710,882",$716.31 ,"347,517",$685.69 ,"345,553",$741.93 ,"17,812",$816.63 ,"1,924,626",$904.73 ,"1,199,935",$886.04 ,"681,810",$929.53 ,"42,881","$1,033.26 ","3,614,960","$1,429.93 ","136,953","$1,269.49 ","3,478,007","$1,436.25 ","115,579","$1,033.63 ","9,032",$907.68 ,"106,547","$1,044.31 ","243,177",$759.94 ,"19,917",$578.01 ,"223,260",$776.17 ,988,"$1,278.14 ",130,"$1,195.49 ",858,"$1,290.66 ","8,316,566","$1,258.96 ","4,190,805","$1,384.86 ","4,125,761","$1,131.09 ","110,940",$358.22 ,"10,248",$386.26 ,"100,692",$355.37 ,"1,416,235",$391.34 ,"1,257,821",$374.49 ,"123,438",$517.42 ,"34,976",$552.34 ,,,,,,,,,,,
Jul-20,"45,934,798","$1,515.75 ","22,761,174","$1,683.66 ","23,173,624","$1,350.82 ","2,383,765",$786.47 ,"206,021",$674.59 ,"2,177,744",$797.05 ,"696,645",$715.84 ,"346,199",$687.91 ,"346,164",$742.83 ,"4,282",$792.68 ,"1,895,629",$903.19 ,"1,200,816",$887.33 ,"682,631",$930.02 ,"12,182",$962.83 ,"3,611,453","$1,431.23 ","137,415","$1,270.84 ","3,474,038","$1,437.58 ","114,761","$1,039.74 ","8,965",$912.42 ,"105,796","$1,050.53 ","242,250",$760.14 ,"19,912",$579.16 ,"222,338",$776.35 ,985,"$1,279.07 ",128,"$1,186.63 ",857,"$1,292.88 ","8,293,912","$1,258.91 ","4,178,669","$1,384.57 ","4,115,243","$1,131.31 ","109,155",$358.49 ,"10,110",$385.74 ,"99,045",$355.71 ,"1,384,817",$389.93 ,"1,252,258",$376.29 ,"123,369",$518.43 ,"9,190",$523.52 ,,,,,,,,,,,
Aug-20,"46,039,914","$1,517.44 ","22,802,627","$1,685.36 ","23,237,287","$1,352.66 ","2,372,595",$786.47 ,"204,759",$674.10 ,"2,167,836",$797.08 ,"698,170",$716.68 ,"345,692",$688.35 ,"347,032",$743.52 ,"5,446",$804.11 ,"1,902,963",$903.53 ,"1,203,612",$887.11 ,"683,247",$930.65 ,"16,104",$980.08 ,"3,611,437","$1,432.31 ","138,345","$1,271.38 ","3,473,092","$1,438.72 ","116,292","$1,041.20 ","9,158",$915.86 ,"107,134","$1,051.91 ","241,352",$760.25 ,"19,867",$579.24 ,"221,485",$776.48 ,974,"$1,277.13 ",127,"$1,186.00 ",847,"$1,290.79 ","8,272,859","$1,258.96 ","4,166,929","$1,384.43 ","4,105,930","$1,131.63 ","108,359",$357.58 ,"10,034",$384.06 ,"98,325",$354.88 ,"1,381,672",$390.30 ,"1,246,536",$376.25 ,"123,399",$518.37 ,"11,737",$535.04 ,,,,,,,,,,,
Sep-20,"46,094,106","$1,519.07 ","22,818,805","$1,687.07 ","23,275,301","$1,354.37 ","2,360,693",$786.46 ,"203,175",$673.50 ,"2,157,518",$797.10 ,"698,349",$717.52 ,"343,397",$688.57 ,"347,255",$744.02 ,"7,697",$812.95 ,"1,910,432",$903.79 ,"1,204,366",$886.55 ,"683,430",$931.17 ,"22,636",$994.87 ,"3,600,587","$1,433.69 ","137,797","$1,273.42 ","3,462,790","$1,440.07 ","112,915","$1,043.58 ","8,850",$918.17 ,"104,065","$1,054.25 ","240,352",$760.30 ,"19,814",$579.35 ,"220,538",$776.55 ,966,"$1,277.64 ",128,"$1,186.56 ",838,"$1,291.56 ","8,248,327","$1,259.12 ","4,153,405","$1,384.44 ","4,094,922","$1,132.00 ","106,659",$357.57 ,"9,874",$381.26 ,"96,785",$355.15 ,"1,376,838",$390.96 ,"1,237,423",$376.31 ,"122,991",$517.99 ,"16,424",$543.66 ,,,,,,,,,,,
Oct-20,"46,211,309","$1,521.59 ","22,868,815","$1,689.66 ","23,342,494","$1,356.93 ","2,350,408",$787.20 ,"201,831",$673.91 ,"2,148,577",$797.84 ,"700,996",$719.20 ,"343,047",$689.47 ,"347,263",$745.47 ,"10,686",$819.81 ,"1,919,738",$904.79 ,"1,205,359",$886.84 ,"683,017",$931.95 ,"31,362","$1,003.28 ","3,600,969","$1,434.75 ","138,728","$1,274.33 ","3,462,241","$1,441.17 ","114,729","$1,044.07 ","9,047",$919.26 ,"105,682","$1,054.75 ","239,215",$760.36 ,"19,724",$580.27 ,"219,491",$776.54 ,966,"$1,278.76 ",127,"$1,186.47 ",839,"$1,292.72 ","8,216,600","$1,260.55 ","4,136,073","$1,385.76 ","4,080,527","$1,133.63 ","105,793",$357.05 ,"9,761",$380.69 ,"96,032",$354.65 ,"1,372,728",$392.73 ,"1,227,865",$377.34 ,"122,260",$519.03 ,"22,603",$546.04 ,,,,,,,,,,,
Nov-20,"46,296,304","$1,522.70 ","22,900,681","$1,690.72 ","23,395,623","$1,358.24 ","2,339,772",$786.85 ,"200,351",$672.80 ,"2,139,421",$797.53 ,"702,750",$719.89 ,"342,005",$689.35 ,"347,227",$745.95 ,"13,518",$822.82 ,"1,927,400",$905.24 ,"1,205,511",$886.38 ,"682,657",$932.50 ,"39,232","$1,010.27 ","3,595,007","$1,435.55 ","139,179","$1,274.57 ","3,455,828","$1,442.04 ","115,480","$1,043.37 ","9,097",$919.27 ,"106,383","$1,053.98 ","238,108",$760.45 ,"19,661",$580.66 ,"218,447",$776.63 ,967,"$1,283.08 ",128,"$1,191.34 ",839,"$1,297.08 ","8,183,715","$1,260.57 ","4,118,254","$1,385.64 ","4,065,461","$1,133.87 ","105,017",$356.34 ,"9,639",$379.24 ,"95,378",$354.03 ,"1,367,911",$393.37 ,"1,217,891",$377.26 ,"121,682",$518.70 ,"28,338",$547.70 ,,,,,,,,,,,
Dec-20,"46,329,595","$1,544.15 ","22,904,941","$1,714.33 ","23,424,654","$1,377.75 ","2,324,030",$796.87 ,"198,150",$680.79 ,"2,125,880",$807.69 ,"704,207",$729.89 ,"340,539",$698.07 ,"346,867",$756.14 ,"16,801",$832.91 ,"1,936,071",$917.61 ,"1,206,254",$897.56 ,"682,091",$945.18 ,"47,726","$1,030.39 ","3,585,807","$1,455.46 ","139,430","$1,292.34 ","3,446,377","$1,462.06 ","114,886","$1,054.04 ","9,053",$930.26 ,"105,833","$1,064.63 ","236,923",$770.57 ,"19,589",$588.24 ,"217,334",$787.01 ,961,"$1,299.22 ",128,"$1,203.16 ",833,"$1,313.98 ","8,151,016","$1,277.05 ","4,100,636","$1,403.62 ","4,050,380","$1,148.90 ","104,014",$360.51 ,"9,545",$381.12 ,"94,469",$358.43 ,"1,363,357",$399.00 ,"1,207,900",$381.92 ,"121,009",$524.55 ,"34,448",$556.68 ,,,,,,,,,,,
Jan-21,"46,359,148","$1,546.80 ","22,904,601","$1,717.13 ","23,454,547","$1,380.47 ","2,301,776",$796.86 ,"194,860",$679.81 ,"2,106,916",$807.69 ,"703,633",$731.59 ,"338,825",$699.29 ,"345,113",$757.24 ,"19,695",$837.97 ,"1,945,188",$919.38 ,"1,208,323",$899.03 ,"681,560",$945.91 ,"55,305","$1,037.18 ","3,563,673","$1,456.98 ","138,665","$1,294.39 ","3,425,008","$1,463.57 ","106,958","$1,043.61 ","8,263",$914.41 ,"98,695","$1,054.43 ","235,725",$770.52 ,"19,529",$588.07 ,"216,196",$787.00 ,954,"$1,295.69 ",128,"$1,204.53 ",826,"$1,309.81 ","8,161,358","$1,278.18 ","4,103,727","$1,405.10 ","4,057,631","$1,149.81 ","103,798",$360.62 ,"9,534",$378.46 ,"94,264",$358.82 ,"1,359,164",$400.00 ,"1,198,020",$382.03 ,"120,791",$525.20 ,"40,353",$558.78 ,,,,,,,,,,,
Feb-21,"46,359,591","$1,548.29 ","22,891,860","$1,718.60 ","23,467,731","$1,382.17 ","2,287,544",$796.68 ,"192,908",$678.92 ,"2,094,636",$807.53 ,"704,461",$732.48 ,"337,759",$699.15 ,"344,209",$758.00 ,"22,493",$842.46 ,"1,955,748",$920.27 ,"1,211,609",$899.28 ,"681,627",$946.37 ,"62,512","$1,042.40 ","3,567,774","$1,457.54 ","140,018","$1,294.25 ","3,427,756","$1,464.21 ","108,624","$1,045.29 ","8,436",$917.52 ,"100,188","$1,056.05 ","234,811",$770.80 ,"19,476",$588.53 ,"215,335",$787.28 ,949,"$1,297.74 ",127,"$1,207.03 ",822,"$1,311.76 ","8,175,954","$1,279.24 ","4,109,943","$1,406.53 ","4,066,011","$1,150.59 ","104,793",$360.79 ,"9,607",$376.40 ,"95,186",$359.22 ,"1,356,797",$400.79 ,"1,190,441",$381.93 ,"120,685",$526.06 ,"45,671",$561.40 ,,,,,,,,,,,
Mar-21,"46,441,204","$1,550.64 ","22,922,368","$1,720.89 ","23,518,836","$1,384.70 ","2,274,988",$796.82 ,"191,133",$678.55 ,"2,083,855",$807.67 ,"707,002",$733.70 ,"337,267",$699.59 ,"344,322",$758.89 ,"25,413",$845.09 ,"1,968,779",$921.60 ,"1,216,228",$899.87 ,"682,071",$947.21 ,"70,480","$1,048.82 ","3,571,173","$1,458.62 ","141,168","$1,294.51 ","3,430,005","$1,465.37 ","110,090","$1,047.11 ","8,569",$920.06 ,"101,521","$1,057.83 ","233,972",$770.77 ,"19,493",$589.33 ,"214,479",$787.26 ,950,"$1,301.65 ",125,"$1,213.02 ",825,"$1,315.08 ","8,149,885","$1,279.71 ","4,095,825","$1,406.92 ","4,054,060","$1,151.18 ","104,129",$360.06 ,"9,556",$375.01 ,"94,573",$358.55 ,"1,352,711",$401.43 ,"1,181,586",$381.81 ,"120,078",$525.77 ,"51,047",$563.07 ,,,,,,,,,,,
Apr-21,"46,544,941","$1,552.12 ","22,966,942","$1,722.35 ","23,577,999","$1,386.31 ","2,264,624",$796.47 ,"189,537",$676.93 ,"2,075,087",$807.39 ,"709,350",$734.25 ,"336,790",$699.20 ,"344,600",$759.46 ,"27,960",$845.76 ,"1,979,003",$922.20 ,"1,219,458",$899.57 ,"682,336",$947.77 ,"77,209","$1,053.68 ","3,574,645","$1,459.63 ","142,100","$1,295.21 ","3,432,545","$1,466.43 ","111,502","$1,048.57 ","8,687",$922.42 ,"102,815","$1,059.23 ","233,324",$770.80 ,"19,462",$589.35 ,"213,862",$787.31 ,943,"$1,307.88 ",122,"$1,219.11 ",821,"$1,321.07 ","8,127,617","$1,279.97 ","4,083,910","$1,407.09 ","4,043,707","$1,151.59 ","103,716",$359.69 ,"9,497",$372.94 ,"94,219",$358.36 ,"1,348,635",$401.93 ,"1,173,885",$381.68 ,"119,477",$525.68 ,"55,273",$564.39 ,,,,,,,,,,,
May-21,"46,648,464","$1,553.68 ","23,009,060","$1,723.82 ","23,639,404","$1,388.08 ","2,253,592",$795.89 ,"187,534",$675.37 ,"2,066,058",$806.83 ,"710,523",$735.04 ,"335,984",$699.15 ,"344,938",$760.28 ,"29,601",$848.22 ,"1,987,537",$922.65 ,"1,223,034",$899.37 ,"682,820",$948.29 ,"81,683","$1,056.78 ","3,574,775","$1,460.55 ","143,125","$1,295.00 ","3,431,650","$1,467.45 ","112,619","$1,049.76 ","8,786",$924.34 ,"103,833","$1,060.37 ","232,512",$770.85 ,"19,427",$590.53 ,"213,085",$787.29 ,938,"$1,311.28 ",120,"$1,230.02 ",818,"$1,323.20 ","8,101,546","$1,280.17 ","4,069,814","$1,407.17 ","4,031,732","$1,151.97 ","103,015",$358.92 ,"9,427",$371.34 ,"93,588",$357.67 ,"1,342,627",$402.38 ,"1,165,895",$381.71 ,"118,963",$525.51 ,"57,769",$565.92 ,,,,,,,,,,,
Jun-21,"46,737,855","$1,555.25 ","23,044,428","$1,725.38 ","23,693,427","$1,389.78 ","2,241,266",$795.57 ,"185,406",$674.32 ,"2,055,860",$806.50 ,"697,769",$734.74 ,"334,555",$701.56 ,"345,090",$760.93 ,"18,124",$848.70 ,"1,953,790",$921.80 ,"1,224,433",$901.10 ,"682,867",$949.08 ,"46,490","$1,066.34 ","3,571,520","$1,461.72 ","143,556","$1,295.95 ","3,427,964","$1,468.66 ","111,861","$1,056.10 ","8,778",$930.94 ,"103,083","$1,066.76 ","231,571",$770.98 ,"19,383",$590.51 ,"212,188",$787.46 ,926,"$1,314.91 ",118,"$1,241.17 ",808,"$1,325.68 ","8,076,076","$1,280.42 ","4,056,112","$1,407.32 ","4,019,964","$1,152.37 ","101,795",$359.08 ,"9,345",$368.18 ,"92,450",$358.16 ,"1,308,562",$401.51 ,"1,156,619",$383.66 ,"118,418",$526.73 ,"33,525",$575.14 ,,,,,,,,,,,
Jul-21,"46,865,283","$1,556.72 ","23,099,519","$1,726.80 ","23,765,764","$1,391.40 ","2,231,141",$795.02 ,"183,509",$672.83 ,"2,047,632",$805.97 ,"682,713",$733.94 ,"333,730",$704.37 ,"345,406",$761.65 ,"3,577",$817.00 ,"1,920,125",$920.01 ,"1,225,859",$902.86 ,"683,181",$949.75 ,"11,085",$984.45 ,"3,572,720","$1,462.62 ","144,379","$1,296.87 ","3,428,341","$1,469.60 ","113,064","$1,061.84 ","8,913",$935.23 ,"104,151","$1,072.67 ","230,373",$771.04 ,"19,309",$590.76 ,"211,064",$787.54 ,926,"$1,316.04 ",117,"$1,237.73 ",809,"$1,327.36 ","8,046,614","$1,280.62 ","4,040,283","$1,407.43 ","4,006,331","$1,152.73 ","101,087",$358.98 ,"9,306",$367.49 ,"91,781",$358.11 ,"1,272,182",$399.95 ,"1,146,698",$385.85 ,"117,852",$528.09 ,"7,632",$540.43 ,,,,,,,,,,,
Aug-21,"46,940,746","$1,558.54 ","23,126,214","$1,728.62 ","23,814,532","$1,393.38 ","2,218,519",$794.41 ,"181,421",$670.90 ,"2,037,098",$805.41 ,"682,042",$734.77 ,"331,859",$704.68 ,"345,484",$762.33 ,"4,699",$833.06 ,"1,927,988",$920.48 ,"1,229,551",$902.93 ,"683,541",$950.38 ,"14,896",$997.58 ,"3,564,559","$1,464.01 ","144,242","$1,298.68 ","3,420,317","$1,470.99 ","110,465","$1,063.25 ","8,703",$938.06 ,"101,762","$1,073.95 ","229,238",$771.42 ,"19,259",$590.97 ,"209,979",$787.97 ,926,"$1,313.23 ",118,"$1,224.08 ",808,"$1,326.25 ","8,020,983","$1,280.84 ","4,026,489","$1,407.54 ","3,994,494","$1,153.12 ","99,969",$359.30 ,"9,236",$366.16 ,"90,733",$358.60 ,"1,265,156",$400.54 ,"1,137,694",$386.01 ,"117,410",$528.26 ,"10,052",$552.42 ,,,,,,,,,,,
